number_volume,number_issue,number_article,type,page_start,page_end,date_receive,date_accept,date_online,keyword,name_book,author_number,author_info,views,Crossref,Web_of_Science
23,S1,4,Article,S47,S59,29 Jun 2020,28 Jul 2020,11 Aug 2020,"['Crime trends', 'Internet', 'cyber security', 'fraud', 'police statistics', 'routine activities']",Cybercrime and shifts in opportunities during COVID-19: a preliminary analysis in the UK,5,"[('David Buil-Gil', 'a Department of Criminology, The University of Manchester, Manchester, United Kingdom of Great Britain and Northern Ireland', 'https://www.tandfonline.com/author/Buil-Gil%2C+David'), ('Fernando Miró-Llinares', 'b Crímina Research Center for the Study and Prevention of Crime, Miguel Hernandez University of Elche, Elche, Spain', 'https://www.tandfonline.com/author/Mir%C3%B3-Llinares%2C+Fernando'), ('Asier Moneva', 'b Crímina Research Center for the Study and Prevention of Crime, Miguel Hernandez University of Elche, Elche, Spain', 'https://www.tandfonline.com/author/Moneva%2C+Asier'), ('Steven Kemp', 'c Department of Public Law, University of Girona, Girona, Spain', 'https://www.tandfonline.com/author/Kemp%2C+Steven'), ('Nacho Díaz-Castaño', 'b Crímina Research Center for the Study and Prevention of Crime, Miguel Hernandez University of Elche, Elche, Spain', 'https://www.tandfonline.com/author/D%C3%ADaz-Casta%C3%B1o%2C+Nacho')]","12,779",10,38
23,S1,5,Article,S60,S67,22 Jun 2020,04 Aug 2020,18 Aug 2020,"['ESM', 'local communities', 'infrastructures', 'local investments']",Rethinking the role of the <i>European Stability Mechanism</i> for local communities,2,"[('Alfonso Iozzo', 'a Centro Studi sul Federalismo, Moncalieri, Italy', 'https://www.tandfonline.com/author/Iozzo%2C+Alfonso'), ('Fabio Masini', 'b Political Sciences, Roma Tre University, Roma, Italy', 'https://www.tandfonline.com/author/Masini%2C+Fabio')]",324,1,0
23,S1,6,Article,S68,S81,01 Jul 2020,07 Aug 2020,27 Aug 2020,"['Corona', 'cognitive labor', 'pandemic', 'gender', 'Germany', 'topic models']",Cause for concerns: gender inequality in experiencing the COVID-19 lockdown in Germany,3,"[('Christian S. Czymara', 'Goethe-Universitat Frankfurt am Main, Sociology, Frankfurt am Main, Germany', 'https://www.tandfonline.com/author/Czymara%2C+Christian+S'), ('Alexander Langenkamp', 'Goethe-Universitat Frankfurt am Main, Sociology, Frankfurt am Main, Germany', 'https://www.tandfonline.com/author/Langenkamp%2C+Alexander'), ('Tomás Cano', 'Goethe-Universitat Frankfurt am Main, Sociology, Frankfurt am Main, Germany', 'https://www.tandfonline.com/author/Cano%2C+Tom%C3%A1s')]","10,790",15,38
23,S1,7,Article,S82,S94,,,28 Aug 2020,"['Mothers', 'academy', 'gender', 'teaching', 'research', 'competitiveness']",The pandemic and the academic mothers: present hardships and future perspectives,3,"[('Alessandra Minello', 'a Department of Statistics, Computer Science, Applications “G. Parenti” (DiSIA), University of Florence, Firenze, Italy', 'https://www.tandfonline.com/author/Minello%2C+Alessandra'), ('Sara Martucci', 'b Mercy College, Dobbs Ferry, USA', 'https://www.tandfonline.com/author/Martucci%2C+Sara'), ('Lidia K. C. Manzo', 'c University of Milan, Milano, Italy', 'https://www.tandfonline.com/author/Manzo%2C+Lidia+K+C')]","4,873",6,32
23,S1,8,Article,S95,S110,25 Jul 2020,22 Aug 2020,22 Sep 2020,"['COVID-19', 'Hungary', 'childcare work', 'care crisis', 'division of household labour', 'gender']",The impact of COVID-19 on the gender division of childcare work in Hungary,4,"[('Éva Fodor', 'a Department of Gender Studies, Central European University, Budapest, Hungary', 'https://www.tandfonline.com/author/Fodor%2C+%C3%89va'), ('Anikó Gregor', 'b Department of Social Research Methodology, Faculty of Social Sciences, ELTE University, Budapest, Hungary;c Free University, Berlin, Germany', 'https://www.tandfonline.com/author/Gregor%2C+Anik%C3%B3'), ('Júlia Koltai', 'b Department of Social Research Methodology, Faculty of Social Sciences, ELTE University, Budapest, Hungary;d Centre for Social Sciences, Hungarian Academy of Sciences Centre for Excellence, Budapest, Hungary', 'https://www.tandfonline.com/author/Koltai%2C+J%C3%BAlia'), ('Eszter Kováts', 'e Institute of Political Science, Faculty of Law, ELTE University, Budapest, Hungary', 'https://www.tandfonline.com/author/Kov%C3%A1ts%2C+Eszter')]","3,061",7,0
23,S1,9,Article,S111,S121,01 Aug 2020,27 Aug 2020,14 Sep 2020,"['Resilience', 'COVID-19', 'political trust', 'political communication']",Factors explaining social resilience against COVID-19: the case of Spain,3,"[('Juan Sebastián Fernández-Prados', 'a Sociology, CEMyRI, University of Almeria, Almeria, Spain', 'https://www.tandfonline.com/author/Fern%C3%A1ndez-Prados%2C+Juan+Sebasti%C3%A1n'), ('Antonia Lozano-Díaz', 'b Education, University of Almeria, Almeria, Spain', 'https://www.tandfonline.com/author/Lozano-D%C3%ADaz%2C+Antonia'), ('Jesús Muyor-Rodríguez', 'c Social Work, University of Almeria, Almeria, Spain', 'https://www.tandfonline.com/author/Muyor-Rodr%C3%ADguez%2C+Jes%C3%BAs')]","1,988",3,5
23,S1,10,Article,S122,S140,13 Jul 2020,29 Aug 2020,14 Sep 2020,"['COVID-19', 'volunteering', 'welfare', 'social media', 'solidarity']",On solidarity and volunteering during the COVID-19 crisis in Denmark: the impact of social networks and social media groups on the distribution of support,3,"[('Hjalmar Bang Carlsen', 'a SODAS and Department of Sociology, University of Copenhagen, København K, Denmark', 'https://www.tandfonline.com/author/Carlsen%2C+Hjalmar+Bang'), ('Jonas Toubøl', 'b Department of Sociology, University of Copenhagen, København K, Denmark', 'https://www.tandfonline.com/author/Toub%C3%B8l%2C+Jonas'), ('Benedikte Brincker', 'b Department of Sociology, University of Copenhagen, København K, Denmark', 'https://www.tandfonline.com/author/Brincker%2C+Benedikte')]","2,676",4,10
23,S1,11,Article,S141,S152,30 Jul 2020,29 Aug 2020,14 Sep 2020,"['COVID-19', 'livestream', 'music', 'rave culture', 'social solidarity', 'ritual theory']",The ‘lonely raver’: music livestreams during COVID-19 as a hotline to collective consciousness?,3,"[('Femke Vandenberg', 'Department of Arts and Culture Studies, Erasmus University, Rotterdam, The Netherlands', 'https://www.tandfonline.com/author/Vandenberg%2C+Femke'), ('Michaël Berghman', 'Department of Arts and Culture Studies, Erasmus University, Rotterdam, The Netherlands', 'https://www.tandfonline.com/author/Berghman%2C+Micha%C3%ABl'), ('Julian Schaap', 'Department of Arts and Culture Studies, Erasmus University, Rotterdam, The Netherlands', 'https://www.tandfonline.com/author/Schaap%2C+Julian')]","8,484",4,12
23,S1,12,Article,S153,S171,,,27 Sep 2020,"['Coronavirus crisis', 'European Values Study', 'Kendall’s tau-b', 'panel data', 'public opinion', 'values stability']",Stability or change of public opinion and values during the coronavirus crisis? Exploring Dutch longitudinal panel data,6,"[('Tim Reeskens', 'a Department of Sociology, Tilburg University, Tilburg, Netherlands', 'https://www.tandfonline.com/author/Reeskens%2C+Tim'), ('Quita Muis', 'a Department of Sociology, Tilburg University, Tilburg, Netherlands', 'https://www.tandfonline.com/author/Muis%2C+Quita'), ('Inge Sieben', 'a Department of Sociology, Tilburg University, Tilburg, Netherlands', 'https://www.tandfonline.com/author/Sieben%2C+Inge'), ('Leen Vandecasteele', 'b University of Lausanne NCCR LIVES, Lausanne, Switzerland', 'https://www.tandfonline.com/author/Vandecasteele%2C+Leen'), ('Ruud Luijkx', 'a Department of Sociology, Tilburg University, Tilburg, Netherlands;c Department of Sociology and Social Research, University of Trento, Trento, Italy', 'https://www.tandfonline.com/author/Luijkx%2C+Ruud'), ('Loek Halman', 'a Department of Sociology, Tilburg University, Tilburg, Netherlands', 'https://www.tandfonline.com/author/Halman%2C+Loek')]","4,268",5,14
23,S1,13,Article,S172,S183,,,22 Sep 2020,"['Social movements', 'civil society', 'migration', 'intersectionality', 'Germany', 'COVID-19']",Pro-migrant protest in times of COVID-19: intersectional boundary spanning and hybrid protest practices,3,"[('Sabrina Zajak', 'a German Center for Integration and Migration Research, Berlin, Germany', 'https://www.tandfonline.com/author/Zajak%2C+Sabrina'), ('Katarina Stjepandić', 'b Humboldt University Berlin Department of Social Sciences, Berlin Institute for Empirical Integration- and Migration Research (BIM), Berlin, Germany', 'https://www.tandfonline.com/author/Stjepandi%C4%87%2C+Katarina'), ('Elias Steinhilper', 'a German Center for Integration and Migration Research, Berlin, Germany', 'https://www.tandfonline.com/author/Steinhilper%2C+Elias')]","1,032",1,2
23,S1,14,Article,S184,S198,,,22 Sep 2020,"['Coronavirus', 'SARS-CoV-2', 'physical inactivity', 'exercise', 'sedentariness', 'social distancing']",Forced adaptations of sporting behaviours during the Covid-19 pandemic and their effects on subjective well-being,1,"[('Michael Mutz', 'Justus-Liebig-University Giessen, Social Science of Sport, Giessen Germany', 'https://www.tandfonline.com/author/Mutz%2C+Michael')]","1,581",4,0
23,S1,15,Article,S199,S214,31 Jul 2020,07 Sep 2020,30 Sep 2020,"['Fertility', 'COVID pandemic', 'gender arrangements', 'social values']",Fertility and the COVID-19 crisis: do gender roles really matter?,2,"[('Malina Voicu', 'Research Institute for Quality of Life, Romanian Academy, Bucharest, Romania', 'https://www.tandfonline.com/author/Voicu%2C+Malina'), ('Delia Bădoi', 'Research Institute for Quality of Life, Romanian Academy, Bucharest, Romania', 'https://www.tandfonline.com/author/B%C4%83doi%2C+Delia')]","1,801",1,1
23,S1,16,Article,S215,S227,31 Jul 2020,08 Sep 2020,13 Oct 2020,"['COVID-19', 'social policy', 'employment', 'gender']",A gendered lens on COVID-19 employment and social policies in Europe,2,"[('Rose Cook', 'a Global Institute for Women’s Leadership, The Policy Institute, King’s College London, London, UK', 'https://www.tandfonline.com/author/Cook%2C+Rose'), ('Damian Grimshaw', ""b King's Business School, King's College London, London, UK"", 'https://www.tandfonline.com/author/Grimshaw%2C+Damian')]","3,505",1,11
23,S1,17,Article,S228,S245,31 Jul 2020,09 Sep 2020,22 Sep 2020,"['Gender inequality', 'gender-role attitudes', 'unemployment', 'COVID-19']",The impact of COVID-19 on gender inequality in the labor market and gender-role attitudes,3,"[('Malte Reichelt', 'a Division of Social Science, New York University Abu Dhabi, UAE;b Institute for Employment Research, Nuremberg, Germany', 'https://www.tandfonline.com/author/Reichelt%2C+Malte'), ('Kinga Makovi', 'a Division of Social Science, New York University Abu Dhabi, UAE', 'https://www.tandfonline.com/author/Makovi%2C+Kinga'), ('Anahit Sargsyan', 'a Division of Social Science, New York University Abu Dhabi, UAE', 'https://www.tandfonline.com/author/Sargsyan%2C+Anahit')]","21,376",15,12
23,S1,18,Article,S246,S261,21 Jul 2020,10 Sep 2020,29 Sep 2020,"['COVID-19', 'conspiracy theories', 'open mindedness', 'social belonging', 'collective narcissism', 'Eastern Europe']",Suspicious minds in times of crisis: determinants of Romanians’ beliefs in COVID-19 conspiracy theories,2,"[('Cătălin Augustin Stoica', 'Department of Sociology, National University for Political Studies and Public Administration, Bucharest, Romania', 'https://www.tandfonline.com/author/Stoica%2C+C%C4%83t%C4%83lin+Augustin'), ('Radu Umbreș', 'Department of Sociology, National University for Political Studies and Public Administration, Bucharest, Romania', 'https://www.tandfonline.com/author/Umbre%C8%99%2C+Radu')]","4,187",2,3
23,S1,19,Article,S262,S274,25 Jun 2020,11 Sep 2020,22 Sep 2020,"['Biopolitics', 'Covid-19', 'discourse analysis', 'liberalism']",From liberalism to biopolitics: investigating the Norwegian government’s two responses to Covid-19,1,"[('Lars Erik Løvaas Gjerde', 'Department of Political and Social Sciences, European University Institute, Fiesole, Italy', 'https://www.tandfonline.com/author/Gjerde%2C+Lars+Erik+L%C3%B8vaas')]","1,728",2,4
23,S1,20,Article,S275,S288,31 Jul 2020,11 Sep 2020,29 Sep 2020,"['Health behavior', 'health inequality', 'education', 'working conditions', 'coronavirus']","Education, health behavior, and working conditions during the pandemic: evidence from a German sample",2,"[('Kerstin Hoenig', 'a German Institute for Adult Education Leibniz Centre for Lifelong Learning, Research Infrastructures, Bonn, Germany', 'https://www.tandfonline.com/author/Hoenig%2C+Kerstin'), ('Sebastian E. Wenz', 'b GESIS Institute of Social Sciences Cologne Branch, Koln, Germany', 'https://www.tandfonline.com/author/Wenz%2C+Sebastian+E')]","2,330",4,17
23,S1,21,Article,S289,S306,31 Jul 2020,15 Sep 2020,06 Oct 2020,"['Risk perception', 'health worries', 'financial worries', 'COVID-19 pandemic', 'ethnic minorities', 'social inequalities']",The impact of the COVID-19 pandemic on risk perceptions: differences between ethnic groups in Germany,3,"[('Hannah Soiné', 'a Mannheim Centre for European Social Research, University of Mannheim, Mannheim, Germany', 'https://www.tandfonline.com/author/Soin%C3%A9%2C+Hannah'), ('Leonie Kriegel', 'a Mannheim Centre for European Social Research, University of Mannheim, Mannheim, Germany', 'https://www.tandfonline.com/author/Kriegel%2C+Leonie'), ('Jörg Dollmann', 'a Mannheim Centre for European Social Research, University of Mannheim, Mannheim, Germany;b German Centre for Integration and Migration Research (DeZIM), Berlin, Germany', 'https://www.tandfonline.com/author/Dollmann%2C+J%C3%B6rg')]","2,602",2,1
23,S1,22,Article,S307,S320,31 Jul 2020,13 Sep 2020,06 Oct 2020,"['COVID-19', 'minorities', 'race', 'racism', 'crisis', 'Gramsci']",Racist morbidities: a conjunctural analysis of the COVID-19 pandemic,2,"[('Karim Murji', 'a Graduate School, University of West London, London, UK', 'https://www.tandfonline.com/author/Murji%2C+Karim'), ('Giovanni Picker', 'b School of Social and Political Sciences, University of Glasgow, Glasgow, UK', 'https://www.tandfonline.com/author/Picker%2C+Giovanni')]","1,418",1,8
23,S1,23,Article,S321,S331,24 Jul 2020,16 Sep 2020,06 Oct 2020,"['COVID-19', 'platform work', 'gig economy', 'Glovo', 'Poland']",Platform work during the COVID-19 pandemic: a case study of Glovo couriers in Poland,1,"[('Dominika Polkowska', 'Institute of Sociology, Maria Curie-Sklodowska University, Lublin, Poland', 'https://www.tandfonline.com/author/Polkowska%2C+Dominika')]","4,935",2,0
23,S1,24,Article,S332,S347,24 Jul 2020,16 Sep 2020,06 Oct 2020,"['Coronavirus', 'COVID-19', 'Sweden', 'implicit norms', 'social norms', 'media reporting']","Dying is normal, dying with the coronavirus is not: a sociological analysis of the implicit norms behind the criticism of Swedish ‘exceptionalism’",2,"[('Michael Grothe-Hammer', 'a Department of Sociology and Political Science, Norwegian University of Science and Technology, Trondheim, Norway', 'https://www.tandfonline.com/author/Grothe-Hammer%2C+Michael'), ('Steffen Roth', 'b Department of Social Research, University of Turku, Turku, Finland', 'https://www.tandfonline.com/author/Roth%2C+Steffen')]","4,304",2,31
23,S1,25,Article,S348,S369,31 Jul 2020,17 Sep 2020,23 Oct 2020,"['Social origin', 'home-schooling', 'COVID-19', 'BerO']",Social inequality in the homeschooling efforts of German high school students during a school closing period,3,"[('Hans Dietrich', 'Institute for Employment Research Nürnberg, Germany', 'https://www.tandfonline.com/author/Dietrich%2C+Hans'), ('Alexander Patzina', 'Institute for Employment Research Nürnberg, Germany', 'https://www.tandfonline.com/author/Patzina%2C+Alexander'), ('Adrian Lerche', 'Institute for Employment Research Nürnberg, Germany', 'https://www.tandfonline.com/author/Lerche%2C+Adrian')]","3,181",5,4
23,S1,26,Article,S370,S383,31 Jul 2020,17 Sep 2020,08 Oct 2020,"['distress', 'COVID-19 lockdown', 'foreign-born', 'UK-born', 'working men', 'mental well-being']","Fare differently, feel differently: mental well-being of UK-born and foreign-born working men during the COVID-19 pandemic",2,"[('Jing Shen', 'a University of Mannheim, Mannheim, Germany', 'https://www.tandfonline.com/author/Shen%2C+Jing'), ('David Bartram', 'b University of Leicester, Leicester, UK', 'https://www.tandfonline.com/author/Bartram%2C+David')]","1,287",1,8
